dolares,capital,capital_pesos,ciiu,Vencido,Días vencido,tipo_operacion,tasa_interes,plazo,output_1,ciiu_emb1,ciiu_emb2,plazo_emb1,plazo_emb2
1,50000.0,1447450.0,28990,0,0,1,7.5,3,0,-0.24228032,0.59642714,1.1681741,0.7304368
1,45000.0,1302705.0,29300,0,0,1,6.2,3,0,-0.069583565,0.84571373,1.1681741,0.7304368
1,30000.0,868470.0,29300,0,0,1,6.4,3,0,-0.069583565,0.84571373,1.1681741,0.7304368
1,25000.0,723725.0,29300,0,0,1,6.4,3,0,-0.069583565,0.84571373,1.1681741,0.7304368
1,20000.0,578980.0,29300,0,0,2,6.2,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,14771.49,427619.86401,29300,0,0,2,6.4,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,40000.0,1157960.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,35000.0,1013215.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,15000.0,434235.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,12000.0,347388.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,10000.0,289490.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,57000.0,1650093.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,23000.0,665827.0,51900,0,0,1,6.0,4,0,0.8072708,-0.23176387,-0.23936123,0.14529034
1,20000.0,578980.0,93090,0,0,1,8.0,4,0,-0.09393495,0.6802091,-0.23936123,0.14529034
1,10000.0,289490.0,93090,0,0,1,8.0,3,0,-0.09393495,0.6802091,1.1681741,0.7304368
1,67000.0,1960152.0,71110,0,0,2,7.0,4,0,-0.7509599,0.6434941,-0.23936123,0.14529034
1,50000.0,1462800.0,51430,0,0,1,7.5,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,20000.0,585120.0,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,10112.34,295846.61904,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,27000.0,789912.0,52310,0,0,1,5.8,3,0,1.3962417,-0.13528237,1.1681741,0.7304368
1,20000.0,585120.0,72900,0,0,1,8.0,4,0,-0.9066446,1.394121,-0.23936123,0.14529034
1,80000.0,2340480.0,51211,0,0,1,6.0,3,0,-0.24880093,0.45012644,1.1681741,0.7304368
1,75000.0,2194200.0,50300,0,0,1,8.0,3,0,0.041681875,0.19871044,1.1681741,0.7304368
1,38000.0,1111728.0,51490,0,0,1,5.9,2,0,0.55587935,-0.3071757,0.04101171,0.36117008
1,35000.0,1023960.0,51502,0,0,1,6.2,2,0,0.9997455,-0.37260506,0.04101171,0.36117008
1,25000.0,731400.0,51502,0,0,1,6.2,3,0,0.9997455,-0.37260506,1.1681741,0.7304368
1,18378.9,537693.0984,51502,0,0,2,6.2,4,0,0.9997455,-0.37260506,-0.23936123,0.14529034
1,21000.0,614376.0,51390,0,0,1,8.0,2,0,0.4813622,-0.86792165,0.04101171,0.36117008
1,30000.0,877680.0,75230,1,30,1,6.0,4,1,-0.15355697,0.1140225,-0.23936123,0.14529034
1,35000.0,1023960.0,32100,0,0,1,5.5,3,0,-0.97431225,0.76103,1.1681741,0.7304368
1,20081.25,587497.05,32100,0,0,2,6.22,6,0,-0.97431225,0.76103,0.03569989,0.686754
0,2019000.0,2019000.0,51900,0,0,1,18.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
0,400000.0,400000.0,51900,0,0,1,18.0,1,0,0.8072708,-0.23176387,-0.822244,0.017446453
1,38000.0,1111728.0,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,16900.0,494426.4,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,11000.0,321816.0,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,6000.0,175536.0,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,19687.5,575977.5,1401,0,0,2,5.845,6,0,0.1894225,-0.32241976,0.03569989,0.686754
1,20000.0,585120.0,25110,0,0,1,6.0,4,0,0.09737022,0.30261186,-0.23936123,0.14529034
1,68000.0,1989408.0,60230,0,0,1,6.0,2,0,0.22463928,-0.4531752,0.04101171,0.36117008
1,25000.0,731400.0,34200,0,0,1,6.4,3,0,0.046759028,-0.89071375,1.1681741,0.7304368
1,80000.0,2340480.0,36100,0,0,1,5.0,4,0,0.3362454,0.5756545,-0.23936123,0.14529034
1,40718.03,1191246.6856799999,1211,0,0,2,6.94,6,0,-0.8034214,0.115811124,0.03569989,0.686754
1,57000.0,1667592.0,51430,0,0,1,6.0,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,23000.0,672888.0,51430,1,4,1,6.0,2,0,0.8529021,1.0706525,0.04101171,0.36117008
1,50000.0,1462800.0,28990,1,2,1,7.5,3,0,-0.24228032,0.59642714,1.1681741,0.7304368
1,45000.0,1316520.0,29300,0,0,1,6.2,3,0,-0.069583565,0.84571373,1.1681741,0.7304368
1,30000.0,877680.0,29300,0,0,1,6.4,3,0,-0.069583565,0.84571373,1.1681741,0.7304368
1,25000.0,731400.0,29300,0,0,1,6.4,3,0,-0.069583565,0.84571373,1.1681741,0.7304368
1,18378.9,537693.0984,29300,0,0,2,6.2,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,12693.87,371371.86072000006,29300,0,0,2,6.4,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,40000.0,1170240.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,35000.0,1023960.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,15000.0,438840.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,10000.0,292560.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,57000.0,1667592.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,23000.0,672888.0,51900,0,0,1,6.0,4,0,0.8072708,-0.23176387,-0.23936123,0.14529034
1,20000.0,585120.0,93090,0,0,1,8.0,4,0,-0.09393495,0.6802091,-0.23936123,0.14529034
1,10000.0,292560.0,93090,0,0,1,8.0,3,0,-0.09393495,0.6802091,1.1681741,0.7304368
1,65500.0,1846117.5,71110,0,0,2,7.0,4,0,-0.7509599,0.6434941,-0.23936123,0.14529034
1,50000.0,1409250.0,51430,0,0,1,7.5,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,18384.53,518167.9780499999,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,8873.11,250088.60535,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,27000.0,760995.0,52310,0,0,1,5.8,3,0,1.3962417,-0.13528237,1.1681741,0.7304368
1,20000.0,563700.0,72900,0,0,1,8.0,4,0,-0.9066446,1.394121,-0.23936123,0.14529034
1,80000.0,2254800.0,51211,0,0,1,6.0,3,0,-0.24880093,0.45012644,1.1681741,0.7304368
1,75000.0,2113875.0,50300,0,0,1,8.0,2,0,0.041681875,0.19871044,0.04101171,0.36117008
1,33000.0,930105.0,51490,0,0,1,5.9,2,0,0.55587935,-0.3071757,0.04101171,0.36117008
1,35000.0,986475.0,51502,0,0,1,6.2,2,0,0.9997455,-0.37260506,0.04101171,0.36117008
1,16749.65,472088.88525,51502,0,0,2,6.2,4,0,0.9997455,-0.37260506,-0.23936123,0.14529034
1,19500.0,549607.5,51390,0,0,1,8.0,2,0,0.4813622,-0.86792165,0.04101171,0.36117008
1,35000.0,986475.0,32100,0,0,1,5.5,3,0,-0.97431225,0.76103,1.1681741,0.7304368
1,20081.25,565990.03125,32100,0,0,2,6.22,6,0,-0.97431225,0.76103,0.03569989,0.686754
0,2019000.0,2019000.0,51900,0,0,1,18.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
0,400000.0,400000.0,51900,0,0,1,18.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,38000.0,1071030.0,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,16900.0,476326.5,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,11000.0,310035.0,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,6000.0,169110.0,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,19687.5,554892.1875,1401,0,0,2,5.845,6,0,0.1894225,-0.32241976,0.03569989,0.686754
1,20000.0,563700.0,25110,0,0,1,6.0,4,0,0.09737022,0.30261186,-0.23936123,0.14529034
1,68000.0,1916580.0,60230,0,0,1,6.0,2,0,0.22463928,-0.4531752,0.04101171,0.36117008
1,20000.0,563700.0,34200,0,0,1,6.4,3,0,0.046759028,-0.89071375,1.1681741,0.7304368
1,80000.0,2254800.0,36100,0,0,1,5.0,4,0,0.3362454,0.5756545,-0.23936123,0.14529034
1,40718.03,1147637.6755499998,1211,0,0,2,6.94,6,0,-0.8034214,0.115811124,0.03569989,0.686754
1,57000.0,1606545.0,51430,0,0,1,6.0,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,23000.0,648255.0,51430,0,0,1,6.0,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,50000.0,1409250.0,28990,1,34,1,7.5,3,1,-0.24228032,0.59642714,1.1681741,0.7304368
1,45000.0,1268325.0,29300,0,0,1,6.2,3,0,-0.069583565,0.84571373,1.1681741,0.7304368
1,30000.0,845550.0,29300,1,12,1,6.4,3,0,-0.069583565,0.84571373,1.1681741,0.7304368
1,25000.0,704625.0,29300,0,0,1,6.4,3,0,-0.069583565,0.84571373,1.1681741,0.7304368
1,16749.65,472088.88525,29300,0,0,2,6.2,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,10605.48,298915.45379999996,29300,0,0,2,6.4,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,40000.0,1127400.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,35000.0,986475.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,15000.0,422775.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,10000.0,281850.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,57000.0,1606545.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,23000.0,648255.0,51900,0,0,1,6.0,4,0,0.8072708,-0.23176387,-0.23936123,0.14529034
1,20000.0,563700.0,93090,0,0,1,8.0,4,0,-0.09393495,0.6802091,-0.23936123,0.14529034
1,10000.0,281850.0,93090,0,0,1,8.0,3,0,-0.09393495,0.6802091,1.1681741,0.7304368
1,65500.0,1868256.5,71110,0,0,2,7.0,4,0,-0.7509599,0.6434941,-0.23936123,0.14529034
1,50000.0,1426150.0,51430,0,0,1,7.5,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,16759.93,478043.48339,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,10000.0,285230.0,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,7626.87,217541.21301,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,27000.0,770121.0,52310,0,0,1,5.8,3,0,1.3962417,-0.13528237,1.1681741,0.7304368
1,20000.0,570460.0,72900,0,0,1,8.0,3,0,-0.9066446,1.394121,1.1681741,0.7304368
1,80000.0,2281840.0,51211,0,0,1,6.0,3,0,-0.24880093,0.45012644,1.1681741,0.7304368
1,75000.0,2139225.0,50300,0,0,1,8.0,2,0,0.041681875,0.19871044,0.04101171,0.36117008
1,33000.0,941259.0,51490,1,12,1,5.9,2,0,0.55587935,-0.3071757,0.04101171,0.36117008
1,35000.0,998305.0,51502,0,0,1,6.2,2,0,0.9997455,-0.37260506,0.04101171,0.36117008
1,15112.21,431045.56583,51502,0,0,2,6.2,4,0,0.9997455,-0.37260506,-0.23936123,0.14529034
1,19500.0,556198.5,51390,0,0,1,8.0,2,0,0.4813622,-0.86792165,0.04101171,0.36117008
1,35000.0,998305.0,32100,0,0,1,5.5,3,0,-0.97431225,0.76103,1.1681741,0.7304368
1,20081.25,572777.49375,32100,0,0,2,6.22,6,0,-0.97431225,0.76103,0.03569989,0.686754
0,2019000.0,2019000.0,51900,0,0,1,18.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
0,400000.0,400000.0,51900,0,0,1,18.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,38000.0,1083874.0,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,16900.0,482038.7,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,11000.0,313753.0,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,6000.0,171138.0,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,19687.5,561546.5625,1401,0,0,2,5.845,6,0,0.1894225,-0.32241976,0.03569989,0.686754
1,20000.0,570460.0,25110,0,0,1,6.0,4,0,0.09737022,0.30261186,-0.23936123,0.14529034
1,68000.0,1939564.0,60230,0,0,1,6.0,2,0,0.22463928,-0.4531752,0.04101171,0.36117008
1,20000.0,570460.0,34200,0,0,1,6.4,3,0,0.046759028,-0.89071375,1.1681741,0.7304368
1,80000.0,2281840.0,36100,1,4,1,5.0,4,0,0.3362454,0.5756545,-0.23936123,0.14529034
1,40718.03,1161400.3696899998,1211,0,0,2,6.94,6,0,-0.8034214,0.115811124,0.03569989,0.686754
1,57000.0,1625811.0,51430,0,0,1,6.0,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,23000.0,656029.0,51430,0,0,1,6.0,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,50000.0,1426150.0,28990,1,58,1,7.5,3,1,-0.24228032,0.59642714,1.1681741,0.7304368
1,45000.0,1283535.0,29300,0,0,1,6.2,3,0,-0.069583565,0.84571373,1.1681741,0.7304368
1,30000.0,855690.0,29300,0,0,1,6.2,2,0,-0.069583565,0.84571373,0.04101171,0.36117008
1,25000.0,713075.0,29300,0,0,1,6.2,2,0,-0.069583565,0.84571373,0.04101171,0.36117008
1,16749.65,477750.26695,29300,0,0,2,6.2,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,8506.27,242624.33921,29300,0,0,2,6.4,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,35000.0,998305.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,35000.0,998305.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,15000.0,427845.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,10000.0,285230.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,57000.0,1625811.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,23000.0,656029.0,51900,1,15,1,6.0,4,0,0.8072708,-0.23176387,-0.23936123,0.14529034
1,20000.0,570460.0,93090,0,0,1,8.0,3,0,-0.09393495,0.6802091,1.1681741,0.7304368
1,10000.0,285230.0,93090,0,0,1,8.0,3,0,-0.09393495,0.6802091,1.1681741,0.7304368
1,62500.0,1782687.5,71110,0,0,2,7.0,4,0,-0.7509599,0.6434941,-0.23936123,0.14529034
1,50000.0,1426150.0,51430,0,0,1,7.5,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,15126.14,431442.89122,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,9192.26,262190.83198,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,6373.58,181793.62234,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,25000.0,713075.0,52310,0,0,1,5.8,3,0,1.3962417,-0.13528237,1.1681741,0.7304368
1,20000.0,570460.0,72900,0,0,1,8.0,3,0,-0.9066446,1.394121,1.1681741,0.7304368
1,80000.0,2281840.0,51211,0,0,1,6.0,3,0,-0.24880093,0.45012644,1.1681741,0.7304368
1,75000.0,2139225.0,50300,0,0,1,8.0,2,0,0.041681875,0.19871044,0.04101171,0.36117008
1,33000.0,941259.0,51490,0,0,1,5.9,2,0,0.55587935,-0.3071757,0.04101171,0.36117008
1,35000.0,998305.0,51502,0,0,1,6.2,3,0,0.9997455,-0.37260506,1.1681741,0.7304368
1,13466.55,384106.40565,51502,0,0,2,6.2,4,0,0.9997455,-0.37260506,-0.23936123,0.14529034
1,18000.0,513414.0,51390,0,0,1,8.0,2,0,0.4813622,-0.86792165,0.04101171,0.36117008
1,35000.0,998305.0,32100,0,0,1,5.5,3,0,-0.97431225,0.76103,1.1681741,0.7304368
1,35000.0,998305.0,32100,0,0,1,5.5,3,0,-0.97431225,0.76103,1.1681741,0.7304368
1,20081.25,572777.49375,32100,0,0,2,6.22,6,0,-0.97431225,0.76103,0.03569989,0.686754
0,2019000.0,2019000.0,51900,0,0,1,16.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
0,400000.0,400000.0,51900,0,0,1,18.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,38000.0,1083874.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,27900.0,795791.7,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,6000.0,171138.0,51900,0,0,1,6.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,19687.5,561546.5625,1401,0,0,2,5.845,6,0,0.1894225,-0.32241976,0.03569989,0.686754
1,20000.0,570460.0,25110,0,0,1,6.0,4,0,0.09737022,0.30261186,-0.23936123,0.14529034
1,15000.0,427845.0,25110,0,0,1,6.0,3,0,0.09737022,0.30261186,1.1681741,0.7304368
1,68000.0,1939564.0,60230,1,24,1,6.0,2,0,0.22463928,-0.4531752,0.04101171,0.36117008
1,20000.0,570460.0,34200,0,0,1,6.4,3,0,0.046759028,-0.89071375,1.1681741,0.7304368
1,80000.0,2281840.0,36100,0,0,1,5.0,4,0,0.3362454,0.5756545,-0.23936123,0.14529034
1,40718.03,1161400.3696899998,1211,0,0,2,6.94,6,0,-0.8034214,0.115811124,0.03569989,0.686754
1,57000.0,1625811.0,51430,0,0,1,6.0,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,23000.0,656029.0,51430,0,0,1,6.0,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,50000.0,1426150.0,28990,0,0,1,7.5,3,0,-0.24228032,0.59642714,1.1681741,0.7304368
1,45000.0,1283535.0,29300,0,0,1,6.2,2,0,-0.069583565,0.84571373,0.04101171,0.36117008
1,30000.0,855690.0,29300,0,0,1,6.2,2,0,-0.069583565,0.84571373,0.04101171,0.36117008
1,25000.0,713075.0,29300,0,0,1,6.2,2,0,-0.069583565,0.84571373,0.04101171,0.36117008
1,13466.55,384106.40565,29300,0,0,2,6.2,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,6396.18,182438.24214000002,29300,0,0,2,6.4,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,65000.0,1853995.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,35000.0,998305.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,32000.0,912736.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,15000.0,427845.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,10000.0,285230.0,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,57000.0,1625811.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,23000.0,656029.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,20000.0,570460.0,93090,0,0,1,8.0,3,0,-0.09393495,0.6802091,1.1681741,0.7304368
1,10000.0,285230.0,93090,0,0,1,8.0,4,0,-0.09393495,0.6802091,-0.23936123,0.14529034
1,62500.0,1756812.5,71110,0,0,2,7.0,4,0,-0.7509599,0.6434941,-0.23936123,0.14529034
1,50000.0,1405450.0,51430,0,0,1,7.5,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,13483.12,378997.02008000005,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,8379.95,235552.01455000002,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,5113.21,143727.21989,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,25000.0,702725.0,52310,0,0,1,5.8,3,0,1.3962417,-0.13528237,1.1681741,0.7304368
1,20000.0,562180.0,72900,0,0,1,8.0,3,0,-0.9066446,1.394121,1.1681741,0.7304368
1,80000.0,2248720.0,51211,0,0,1,6.0,3,0,-0.24880093,0.45012644,1.1681741,0.7304368
1,75000.0,2108175.0,50300,0,0,1,8.0,2,0,0.041681875,0.19871044,0.04101171,0.36117008
1,10000.0,281090.0,51490,0,0,1,5.9,2,0,0.55587935,-0.3071757,0.04101171,0.36117008
1,35000.0,983815.0000000001,51502,0,0,1,6.2,3,0,0.9997455,-0.37260506,1.1681741,0.7304368
1,11812.61,332040.65449000004,51502,0,0,2,6.2,4,0,0.9997455,-0.37260506,-0.23936123,0.14529034
1,18000.0,505962.00000000006,51390,0,0,1,8.0,2,0,0.4813622,-0.86792165,0.04101171,0.36117008
1,35000.0,983815.0000000001,32100,0,0,1,5.5,3,0,-0.97431225,0.76103,1.1681741,0.7304368
1,35000.0,983815.0000000001,32100,0,0,1,5.5,3,0,-0.97431225,0.76103,1.1681741,0.7304368
1,20081.25,564463.8562500001,32100,0,0,2,6.22,6,0,-0.97431225,0.76103,0.03569989,0.686754
0,2019000.0,2019000.0,51900,0,0,1,16.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
0,400000.0,400000.0,51900,0,0,1,16.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,38000.0,1068142.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,27900.0,784241.1000000001,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,6000.0,168654.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,19687.5,553395.9375,1401,0,0,2,5.845,6,0,0.1894225,-0.32241976,0.03569989,0.686754
1,20000.0,562180.0,25110,0,0,1,6.0,4,0,0.09737022,0.30261186,-0.23936123,0.14529034
1,15000.0,421635.0,25110,0,0,1,6.0,3,0,0.09737022,0.30261186,1.1681741,0.7304368
1,68000.0,1911412.0000000002,60230,0,0,1,6.0,3,0,0.22463928,-0.4531752,1.1681741,0.7304368
1,20000.0,562180.0,34200,0,0,1,6.4,3,0,0.046759028,-0.89071375,1.1681741,0.7304368
1,80000.0,2248720.0,36100,0,0,1,5.0,4,0,0.3362454,0.5756545,-0.23936123,0.14529034
1,40718.03,1144543.10527,1211,0,0,2,6.94,6,0,-0.8034214,0.115811124,0.03569989,0.686754
1,57000.0,1602213.0,51430,0,0,1,6.0,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,23000.0,646507.0,51430,0,0,1,6.0,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,50000.0,1405450.0,28990,0,0,1,7.5,3,0,-0.24228032,0.59642714,1.1681741,0.7304368
1,45000.0,1264905.0,29300,0,0,1,6.2,2,0,-0.069583565,0.84571373,0.04101171,0.36117008
1,30000.0,843270.0,29300,0,0,1,6.2,2,0,-0.069583565,0.84571373,0.04101171,0.36117008
1,25000.0,702725.0,29300,0,0,1,6.2,2,0,-0.069583565,0.84571373,0.04101171,0.36117008
1,13466.55,378531.25395,29300,0,0,2,6.2,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,4275.15,120170.19135,29300,0,0,2,6.4,4,0,-0.069583565,0.84571373,-0.23936123,0.14529034
1,65000.0,1827085.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,35000.0,983815.0000000001,24230,0,0,1,5.0,3,0,1.3851802,1.4488579,1.1681741,0.7304368
1,32000.0,899488.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,15000.0,421635.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,7000.0,196763.0,24230,0,0,1,5.0,4,0,1.3851802,1.4488579,-0.23936123,0.14529034
1,57000.0,1602213.0,51900,1,25,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,23000.0,646507.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,20000.0,562180.0,93090,0,0,1,8.0,3,0,-0.09393495,0.6802091,1.1681741,0.7304368
1,10000.0,281090.0,93090,0,0,1,8.0,4,0,-0.09393495,0.6802091,-0.23936123,0.14529034
1,59500.0,1682541.0,71110,0,0,2,7.0,4,0,-0.7509599,0.6434941,-0.23936123,0.14529034
1,50000.0,1413900.0,51430,0,0,1,7.5,3,0,0.8529021,1.0706525,1.1681741,0.7304368
1,11830.81,334551.64518,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,7563.05,213867.9279,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,3845.71,108748.98737999999,51430,0,0,2,7.0,4,0,0.8529021,1.0706525,-0.23936123,0.14529034
1,25000.0,706950.0,52310,0,0,1,5.8,3,0,1.3962417,-0.13528237,1.1681741,0.7304368
1,20000.0,565560.0,72900,0,0,1,8.0,3,0,-0.9066446,1.394121,1.1681741,0.7304368
1,80000.0,2262240.0,51211,0,0,1,6.0,3,0,-0.24880093,0.45012644,1.1681741,0.7304368
1,75000.0,2120850.0,50300,0,0,1,8.0,3,0,0.041681875,0.19871044,1.1681741,0.7304368
1,23000.0,650394.0,51490,0,0,1,5.9,2,0,0.55587935,-0.3071757,0.04101171,0.36117008
1,10000.0,282780.0,51490,0,0,1,5.9,1,0,0.55587935,-0.3071757,-0.822244,0.017446453
1,35000.0,989730.0,51502,0,0,1,6.2,3,0,0.9997455,-0.37260506,1.1681741,0.7304368
1,10150.36,287031.88008000003,51502,0,0,2,6.2,4,0,0.9997455,-0.37260506,-0.23936123,0.14529034
1,18000.0,509004.0,51390,1,5,1,8.0,2,0,0.4813622,-0.86792165,0.04101171,0.36117008
1,35000.0,989730.0,32100,0,0,1,5.5,3,0,-0.97431225,0.76103,1.1681741,0.7304368
1,35000.0,989730.0,32100,0,0,1,5.5,3,0,-0.97431225,0.76103,1.1681741,0.7304368
1,20081.25,567857.5875,32100,0,0,2,6.22,6,0,-0.97431225,0.76103,0.03569989,0.686754
0,2019000.0,2019000.0,51900,1,2,1,16.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
0,400000.0,400000.0,51900,1,2,1,16.0,2,0,0.8072708,-0.23176387,0.04101171,0.36117008
1,38000.0,1074564.0,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
1,27900.0,788956.2,51900,0,0,1,6.0,3,0,0.8072708,-0.23176387,1.1681741,0.7304368
